410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,pH
635,196,1482,1403,1632,244,94,218,20,59,64,1166,46,229,327,385,801,240,"10,44"
631,192,1506,1380,1645,248,94,218,21,60,65,1145,45,231,328,378,804,241,"10,39"
635,191,1488,1403,1631,244,94,212,21,58,65,1171,46,234,330,382,808,247,"10,28"
638,193,1473,1396,1624,249,92,212,21,58,65,1170,46,235,328,378,814,245,"10,22"
639,193,1487,1388,1621,247,93,212,19,59,63,1154,45,235,329,376,743,233,"10,2"
637,186,1474,1362,1627,245,92,212,21,58,66,1170,47,234,332,378,817,247,"10,16"
634,191,1484,1381,1616,250,93,213,20,59,65,1159,44,232,331,383,812,247,"9,96"
629,193,1463,1378,1606,250,98,227,21,64,63,1154,44,226,323,373,786,246,"9,95"
638,195,1488,1401,1620,245,93,213,21,58,65,1171,45,236,331,378,815,247,"9,9"
621,195,1497,1407,1639,251,91,210,21,58,65,1173,45,233,332,378,811,248,"9,86"
646,184,1508,1411,1574,253,98,231,22,66,66,1156,47,231,329,383,808,255,"9,78"
649,190,1500,1412,1639,237,101,238,22,67,67,1181,47,232,327,379,815,258,"9,72"
649,193,1478,1379,1584,234,100,236,21,66,66,1181,46,227,326,381,812,255,"9,72"
648,193,1500,1409,1641,242,101,235,22,67,67,1178,47,231,330,381,815,257,"9,68"
638,196,1506,1410,1628,248,91,212,20,58,66,1160,47,228,332,382,812,246,"9,59"
646,197,1506,1408,1641,248,102,238,22,67,68,1181,48,216,313,354,817,256,"9,56"
635,197,1453,1376,1574,246,93,214,20,59,64,1159,45,231,329,379,808,245,"9,55"
646,194,1496,1392,1638,244,101,237,22,66,67,1181,47,232,327,381,812,254,"9,45"
634,190,1474,1362,1569,245,92,213,21,58,63,1177,46,234,332,378,812,245,"9,44"
634,193,1482,1397,1607,244,91,214,21,58,65,1180,46,237,328,378,818,254,"9,36"
646,194,1496,1392,1638,244,102,234,22,67,67,1181,47,231,327,379,812,254,"9,28"
639,185,1456,1354,1559,236,92,212,21,58,65,1170,46,235,334,380,812,251,"9,26"
647,195,1515,1389,1595,249,102,237,22,66,67,1181,47,231,329,381,813,255,"9,24"
638,195,1513,1408,1646,248,92,213,21,58,65,1176,46,234,332,377,814,247,"9,21"
636,189,1488,1407,1635,245,94,213,21,59,64,1163,44,233,331,375,814,251,"9,16"
667,197,1543,1376,1643,250,102,236,22,66,66,1177,47,230,327,380,811,254,"9,14"
646,190,1503,1396,1637,241,102,237,22,67,67,1181,47,232,327,381,812,254,"9,07"
632,181,1488,1395,1618,243,92,240,23,65,65,1171,45,233,331,378,815,251,"9,06"
